frame_id,timestamp,global_id,track_id,x1,y1,x2,y2,confidence
74,2.4333,7,7,197,219,238,356,0.5817
74,2.4333,8,8,421,243,452,299,0.5742
75,2.4667,1,1,809,173,987,590,0.9266
75,2.4667,2,2,1254,206,1279,392,0.2576
75,2.4667,3,3,253,192,363,501,0.8584
75,2.4667,4,4,623,164,774,589,0.9257
75,2.4667,5,5,59,172,174,503,0.8639
75,2.4667,6,6,155,216,188,350,0.5015
75,2.4667,7,7,197,218,238,356,0.5773
75,2.4667,8,8,420,243,452,299,0.5749
76,2.5,1,1,812,172,988,589,0.9271
76,2.5,2,2,1258,207,1279,390,0.2196
76,2.5,3,3,254,193,364,501,0.8752
76,2.5,4,4,625,166,775,591,0.9241
76,2.5,5,5,61,171,177,503,0.8935
76,2.5,6,6,156,214,189,352,0.5445
76,2.5,7,7,196,219,239,356,0.6315
76,2.5,8,8,418,242,452,298,0.5776
77,2.5333,1,1,816,170,988,591,0.923
77,2.5333,2,2,1263,219,1279,387,0.1699
77,2.5333,3,3,255,193,366,502,0.9043
77,2.5333,4,4,627,168,776,593,0.9204
77,2.5333,5,5,64,174,179,504,0.867
77,2.5333,6,6,158,214,191,352,0.4801
77,2.5333,7,7,196,218,240,356,0.628
77,2.5333,8,8,416,243,452,299,0.571
78,2.5667,1,1,820,168,985,592,0.9249
78,2.5667,3,3,256,193,368,501,0.9079
78,2.5667,4,4,630,169,777,594,0.9194
78,2.5667,5,5,66,180,182,504,0.8497
78,2.5667,6,6,160,214,194,353,0.3643
78,2.5667,7,7,196,217,242,355,0.6147
78,2.5667,8,8,414,243,453,298,0.6036
79,2.6,1,1,825,169,979,591,0.9189
79,2.6,3,3,256,192,372,502,0.9068
79,2.6,4,4,633,169,779,594,0.9143
79,2.6,5,5,71,180,188,504,0.8433
79,2.6,6,6,163,214,194,356,0.1823
79,2.6,7,7,195,216,243,355,0.6166
79,2.6,8,8,412,244,453,298,0.6044
80,2.6333,1,1,829,169,973,592,0.9148
80,2.6333,3,3,256,192,375,502,0.893
80,2.6333,4,4,636,169,783,595,0.9118
80,2.6333,5,5,73,174,193,506,0.862
80,2.6333,7,7,195,215,245,355,0.4547
80,2.6333,8,8,409,245,453,299,0.6005
81,2.6667,1,1,830,169,971,592,0.9149
81,2.6667,3,3,256,192,376,502,0.8934
81,2.6667,4,4,638,168,784,595,0.9116
81,2.6667,5,5,73,172,195,507,0.8619
81,2.6667,7,7,195,215,245,355,0.4566
81,2.6667,8,8,407,245,453,300,0.6013
82,2.7,1,1,831,168,973,593,0.9044
82,2.7,3,3,258,191,378,502,0.891
82,2.7,4,4,644,168,789,596,0.9095
82,2.7,5,5,78,171,198,507,0.8946
82,2.7,7,7,195,215,246,355,0.4596
82,2.7,8,8,409,246,452,299,0.5707
83,2.7333,1,1,835,168,985,592,0.9054
83,2.7333,3,3,260,190,379,502,0.9027
83,2.7333,4,4,650,167,794,596,0.9036
83,2.7333,5,5,82,170,202,507,0.8765
83,2.7333,7,7,197,217,247,357,0.3987
83,2.7333,8,8,409,247,452,298,0.5775
84,2.7667,1,1,838,169,995,592,0.8931
84,2.7667,3,3,261,189,379,502,0.8972
84,2.7667,4,4,656,164,801,596,0.9197
84,2.7667,5,5,85,170,207,507,0.8607
84,2.7667,7,7,198,219,248,358,0.3969
84,2.7667,8,8,410,247,451,298,0.6125
85,2.8,1,1,843,170,1004,594,0.8772
85,2.8,3,3,262,188,378,502,0.8821
85,2.8,4,4,662,162,809,595,0.9067
85,2.8,5,5,86,170,210,506,0.8627
85,2.8,7,7,200,217,249,358,0.3578
85,2.8,8,8,409,246,449,300,0.6287
86,2.8333,1,1,848,173,1009,594,0.8818
86,2.8333,3,3,262,187,382,503,0.8932
86,2.8333,4,4,668,161,818,597,0.8992
86,2.8333,5,5,87,169,213,506,0.888
86,2.8333,7,7,202,222,249,357,0.4631
86,2.8333,8,8,411,246,448,300,0.6521
87,2.8667,1,1,849,174,1010,595,0.8816
87,2.8667,3,3,262,187,383,503,0.8932
87,2.8667,4,4,670,161,820,597,0.8992
87,2.8667,5,5,87,168,213,506,0.8879
87,2.8667,7,7,203,224,249,357,0.4638
87,2.8667,8,8,411,246,447,301,0.6538
88,2.9,1,1,855,176,1007,596,0.8854
88,2.9,3,3,264,187,386,503,0.8851
88,2.9,4,4,674,160,825,598,0.9028
88,2.9,5,5,89,166,213,507,0.8943
88,2.9,7,7,204,203,251,357,0.1492
88,2.9,8,8,414,246,447,301,0.5957
89,2.9333,1,1,861,177,1011,597,0.8984
89,2.9333,3,3,266,189,389,502,0.8838
89,2.9333,4,4,679,160,832,600,0.9007
89,2.9333,5,5,90,166,214,507,0.8802
89,2.9333,7,7,208,209,250,357,0.2264
89,2.9333,8,8,418,245,447,302,0.6316
90,2.9667,1,1,868,176,1012,597,0.8967
90,2.9667,3,3,268,190,390,503,0.8828
90,2.9667,4,4,686,161,843,599,0.8997
90,2.9667,5,5,93,167,215,506,0.8878
90,2.9667,7,7,208,213,251,357,0.3926
90,2.9667,8,8,417,245,447,304,0.6512
91,3.0,1,1,875,174,1012,598,0.8934
91,3.0,3,3,270,190,391,503,0.8798
91,3.0,4,4,691,163,854,599,0.8978
91,3.0,5,5,96,167,217,506,0.8713
91,3.0,7,7,207,218,252,357,0.4454
91,3.0,8,8,418,245,447,304,0.6393
92,3.0333,1,1,880,172,1013,599,0.8887
92,3.0333,3,3,271,191,390,504,0.886
92,3.0333,4,4,695,165,864,600,0.9127
92,3.0333,5,5,98,166,220,510,0.8558
92,3.0333,7,7,208,215,253,356,0.2843
92,3.0333,8,8,419,245,446,304,0.5945
93,3.0667,1,1,882,171,1013,599,0.8887
93,3.0667,3,3,271,191,390,504,0.8854
93,3.0667,4,4,696,166,867,600,0.9127
93,3.0667,5,5,99,166,220,511,0.856
93,3.0667,7,7,208,213,253,355,0.2842
93,3.0667,8,8,419,245,446,303,0.5912
94,3.1,1,1,885,171,1014,599,0.8917
94,3.1,3,3,271,191,390,505,0.8845
94,3.1,4,4,697,168,868,600,0.912
94,3.1,5,5,101,167,221,509,0.8509
94,3.1,7,7,207,214,253,356,0.1435
94,3.1,8,8,416,245,446,303,0.6218
95,3.1333,1,1,888,169,1019,599,0.8945
95,3.1333,3,3,272,191,390,505,0.8836
95,3.1333,4,4,698,171,869,601,0.9086
95,3.1333,5,5,105,169,222,509,0.8515
95,3.1333,7,7,209,216,255,356,0.2564
95,3.1333,8,8,413,246,446,303,0.6372
96,3.1667,1,1,892,168,1039,599,0.916
96,3.1667,3,3,272,191,390,504,0.8802
96,3.1667,4,4,698,171,869,601,0.9091
96,3.1667,5,5,107,168,224,508,0.8461
96,3.1667,8,8,408,246,444,303,0.6294
97,3.2,1,1,895,168,1057,600,0.9209
97,3.2,3,3,272,189,389,504,0.8827
97,3.2,4,4,702,170,870,601,0.9132
97,3.2,5,5,109,167,227,509,0.8534
97,3.2,8,8,407,246,444,302,0.6995
98,3.2333,1,1,899,169,1071,600,0.9017
98,3.2333,3,3,272,188,387,503,0.877
98,3.2333,4,4,709,170,872,601,0.9013
98,3.2333,5,5,112,168,229,510,0.8605
98,3.2333,8,8,405,246,443,301,0.6921
99,3.2667,1,1,900,169,1077,600,0.9022
99,3.2667,3,3,272,187,386,502,0.8762
99,3.2667,4,4,712,170,872,601,0.9009
99,3.2667,5,5,113,168,230,511,0.8607
99,3.2667,8,8,405,246,443,301,0.6958
100,3.3,1,1,904,170,1084,600,0.8961
100,3.3,3,3,272,186,384,502,0.8639
100,3.3,4,4,723,167,876,601,0.8916
100,3.3,5,5,113,167,232,512,0.8553
100,3.3,8,8,405,245,443,300,0.7265
101,3.3333,1,1,908,170,1099,601,0.9113
101,3.3333,3,3,272,185,385,502,0.8615
101,3.3333,4,4,737,164,884,600,0.873
101,3.3333,5,5,113,164,236,511,0.8642
101,3.3333,8,8,405,244,442,301,0.7314
102,3.3667,1,1,911,171,1107,602,0.9156
102,3.3667,3,3,273,184,387,501,0.8426
102,3.3667,4,4,746,162,893,600,0.8929
102,3.3667,5,5,113,167,239,511,0.8726
102,3.3667,8,8,405,244,442,301,0.737
103,3.4,1,1,913,170,1115,603,0.9249
103,3.4,3,3,273,184,388,501,0.8512
103,3.4,4,4,747,161,903,602,0.9076
103,3.4,5,5,113,165,242,510,0.8803
103,3.4,8,8,405,244,441,302,0.7037
104,3.4333,1,1,916,171,1120,604,0.9242
104,3.4333,3,3,274,184,390,501,0.8506
104,3.4333,4,4,748,159,911,603,0.9125
104,3.4333,5,5,113,165,244,510,0.9019
104,3.4333,8,8,406,243,441,303,0.6771
105,3.4667,1,1,917,172,1122,605,0.9242
105,3.4667,3,3,275,184,390,501,0.8508
105,3.4667,4,4,747,158,914,603,0.9127
105,3.4667,5,5,113,165,245,510,0.9019
105,3.4667,8,8,406,243,440,303,0.677
106,3.5,1,1,920,172,1125,605,0.928
106,3.5,3,3,276,185,393,502,0.8695
106,3.5,4,4,747,158,923,603,0.9316
106,3.5,5,5,114,164,246,511,0.8985
106,3.5,8,8,406,243,441,302,0.6903
107,3.5333,1,1,924,172,1127,606,0.9356
107,3.5333,3,3,277,186,396,503,0.8794
107,3.5333,4,4,746,160,933,605,0.9255
107,3.5333,5,5,114,163,246,511,0.9007
107,3.5333,8,8,405,243,443,302,0.7208
108,3.5667,1,1,927,171,1129,607,0.9297
108,3.5667,3,3,281,187,398,504,0.8842
108,3.5667,4,4,748,161,941,607,0.9199
108,3.5667,5,5,115,166,247,512,0.8803
108,3.5667,8,8,405,243,443,302,0.7074
109,3.6,1,1,929,170,1131,608,0.9183
109,3.6,3,3,285,189,401,506,0.8873
109,3.6,4,4,749,164,949,607,0.9102
109,3.6,5,5,116,168,247,511,0.862
109,3.6,8,8,404,242,443,302,0.7158
110,3.6333,1,1,933,168,1133,608,0.9078
110,3.6333,3,3,288,189,402,507,0.8743
110,3.6333,4,4,753,166,957,608,0.9028
110,3.6333,5,5,121,167,249,512,0.8821
110,3.6333,8,8,404,242,444,300,0.6864
111,3.6667,1,1,934,167,1133,608,0.9082
111,3.6667,3,3,288,189,402,507,0.8744
111,3.6667,4,4,754,167,960,609,0.903
111,3.6667,5,5,123,166,250,512,0.8818
111,3.6667,8,8,404,242,444,299,0.6837
112,3.7,1,1,938,167,1131,607,0.9177
112,3.7,3,3,290,191,403,507,0.8581
112,3.7,4,4,759,167,964,608,0.8997
112,3.7,5,5,125,169,253,512,0.8918
112,3.7,8,8,404,242,444,298,0.6826
113,3.7333,1,1,941,165,1127,608,0.9171
113,3.7333,3,3,292,189,404,508,0.8425
113,3.7333,4,4,768,166,967,609,0.8924
113,3.7333,5,5,130,172,255,513,0.8786
113,3.7333,8,8,405,242,444,297,0.6742
114,3.7667,1,1,946,165,1124,608,0.9153
114,3.7667,3,3,294,190,406,508,0.8556
114,3.7667,4,4,779,165,966,609,0.891
114,3.7667,5,5,137,176,256,513,0.8732
114,3.7667,8,8,406,242,444,296,0.6747
115,3.8,1,1,951,164,1117,609,0.9217
115,3.8,3,3,296,189,408,508,0.8649
115,3.8,4,4,791,164,966,609,0.9139
115,3.8,5,5,140,176,260,514,0.8896
115,3.8,8,8,407,242,444,298,0.6836
116,3.8333,1,1,956,163,1110,609,0.9256
116,3.8333,3,3,301,189,410,509,0.8587
116,3.8333,4,4,802,163,964,609,0.9029
116,3.8333,5,5,144,174,264,515,0.8919
116,3.8333,8,8,409,242,443,298,0.6773
117,3.8667,1,1,957,163,1107,610,0.9256
117,3.8667,3,3,303,188,410,509,0.8584
117,3.8667,4,4,805,162,962,609,0.9027
117,3.8667,5,5,145,173,265,515,0.8921
117,3.8667,8,8,409,242,443,299,0.6774
118,3.9,1,1,959,164,1110,610,0.9039
118,3.9,3,3,307,187,413,509,0.8455
118,3.9,4,4,809,161,961,610,0.892
118,3.9,5,5,148,171,269,515,0.8988
118,3.9,8,8,410,242,442,301,0.6326
119,3.9333,1,1,963,164,1120,611,0.893
119,3.9333,3,3,310,185,416,509,0.8611
119,3.9333,4,4,815,158,961,610,0.8896
119,3.9333,5,5,149,174,272,513,0.8974
119,3.9333,8,8,410,242,441,302,0.5241
120,3.9667,1,1,969,166,1136,610,0.872
120,3.9667,3,3,314,184,418,510,0.8455
120,3.9667,4,4,822,157,962,610,0.8828
120,3.9667,5,5,151,174,275,511,0.8939
120,3.9667,8,8,412,241,440,302,0.5624
121,4.0,1,1,974,168,1149,610,0.8928
121,4.0,3,3,319,183,424,510,0.8748
121,4.0,4,4,828,157,965,610,0.8823
121,4.0,5,5,152,174,278,512,0.894
121,4.0,8,8,413,240,440,302,0.3759
122,4.0333,1,1,980,170,1160,611,0.8891
122,4.0333,3,3,322,184,431,511,0.888
122,4.0333,4,4,835,158,978,611,0.8707
122,4.0333,5,5,154,173,279,515,0.8952
122,4.0333,8,8,416,240,440,302,0.1441
123,4.0667,1,1,982,170,1163,612,0.8895
123,4.0667,3,3,323,184,434,511,0.8879
123,4.0667,4,4,837,158,983,611,0.8708
123,4.0667,5,5,155,172,280,516,0.8952
123,4.0667,8,8,417,240,440,302,0.1446
124,4.1,1,1,988,173,1165,613,0.9075
124,4.1,3,3,325,185,439,511,0.8965
124,4.1,4,4,841,160,996,611,0.8742
124,4.1,5,5,157,171,279,516,0.8915
125,4.1333,1,1,994,174,1164,614,0.9037
125,4.1333,3,3,328,186,440,511,0.8899
125,4.1333,4,4,845,160,1007,613,0.8836
125,4.1333,5,5,161,171,280,514,0.8889
126,4.1667,1,1,1002,173,1163,615,0.8753
126,4.1667,3,3,330,188,440,510,0.8782
126,4.1667,4,4,849,162,1013,614,0.8882
126,4.1667,5,5,164,170,281,516,0.8898
127,4.2,1,1,1008,171,1163,617,0.8712
127,4.2,3,3,333,190,441,509,0.8682
127,4.2,4,4,851,164,1019,615,0.8751
127,4.2,5,5,165,167,284,516,0.8754
128,4.2333,1,1,1017,169,1164,617,0.8633
128,4.2333,3,3,336,189,443,510,0.8589
128,4.2333,4,4,854,164,1024,616,0.8824
128,4.2333,5,5,166,167,286,516,0.8749
129,4.2667,1,1,1020,168,1163,617,0.8635
129,4.2667,3,3,337,189,443,510,0.8587
129,4.2667,4,4,855,164,1026,617,0.8827
129,4.2667,5,5,166,166,286,516,0.8746
129,4.2667,9,9,110,214,149,334,0.6329
130,4.3,1,1,1026,169,1164,616,0.8729
130,4.3,3,3,339,191,446,510,0.8714
130,4.3,4,4,856,165,1028,618,0.8893
130,4.3,5,5,167,167,288,518,0.8794
130,4.3,9,9,109,215,150,334,0.6437
131,4.3333,1,1,1033,168,1172,615,0.894
131,4.3333,3,3,341,191,449,511,0.8867
131,4.3333,4,4,859,164,1032,617,0.9076
131,4.3333,5,5,167,168,291,518,0.8818
131,4.3333,9,9,107,215,151,334,0.6922
132,4.3667,1,1,1038,166,1190,617,0.8988
132,4.3667,3,3,342,191,452,512,0.8958
132,4.3667,4,4,867,164,1034,618,0.8909
132,4.3667,5,5,168,167,293,518,0.8851
132,4.3667,9,9,103,215,151,335,0.7299
133,4.4,1,1,1043,165,1209,617,0.912
133,4.4,3,3,343,190,454,512,0.903
133,4.4,4,4,881,162,1042,618,0.882
133,4.4,5,5,169,166,295,519,0.8792
133,4.4,9,9,101,215,152,335,0.7406
134,4.4333,1,1,1049,163,1229,617,0.9184
134,4.4333,3,3,343,187,459,512,0.9193
134,4.4333,4,4,897,159,1055,619,0.8984
134,4.4333,5,5,170,164,297,519,0.8875
134,4.4333,9,9,99,215,152,335,0.7359
135,4.4667,1,1,1051,163,1236,617,0.9183
135,4.4667,3,3,343,186,461,512,0.9192
135,4.4667,4,4,903,159,1058,619,0.8983
135,4.4667,5,5,170,163,297,519,0.8879
135,4.4667,9,9,99,214,152,335,0.7357
136,4.5,1,1,1054,163,1250,617,0.926
136,4.5,3,3,344,184,464,513,0.9178
136,4.5,4,4,908,157,1068,620,0.9066
136,4.5,5,5,171,164,298,519,0.891
136,4.5,9,9,98,214,153,335,0.7564
137,4.5333,1,1,1060,163,1264,617,0.9065
137,4.5333,3,3,345,183,469,513,0.903
137,4.5333,4,4,910,155,1082,620,0.8972
137,4.5333,5,5,172,166,300,520,0.8898
137,4.5333,9,9,100,214,153,335,0.7587
138,4.5667,1,1,1066,163,1276,619,0.9198
138,4.5667,3,3,347,181,472,512,0.9133
138,4.5667,4,4,912,153,1091,620,0.8649
138,4.5667,5,5,172,165,301,520,0.8898
138,4.5667,9,9,101,214,153,335,0.7658
139,4.6,1,1,1073,165,1279,621,0.9221
139,4.6,3,3,351,180,474,513,0.9148
139,4.6,4,4,912,154,1115,619,0.8752
139,4.6,5,5,173,167,302,519,0.8815
139,4.6,9,9,103,215,152,335,0.7674
140,4.6333,1,1,1081,167,1279,622,0.9194
140,4.6333,3,3,355,180,475,513,0.9055
140,4.6333,4,4,912,155,1124,620,0.869
140,4.6333,5,5,174,171,302,519,0.8786
140,4.6333,9,9,104,216,152,335,0.7838
140,4.6333,10,10,85,220,118,336,0.5669
141,4.6667,1,1,1084,167,1279,623,0.9194
141,4.6667,3,3,357,179,476,513,0.9051
141,4.6667,4,4,912,155,1126,619,0.8691
141,4.6667,5,5,175,172,302,519,0.8781
141,4.6667,9,9,104,216,152,335,0.7835
141,4.6667,10,10,84,220,118,336,0.5662
142,4.7,1,1,1088,169,1279,625,0.9145
142,4.7,3,3,359,180,477,514,0.913
142,4.7,4,4,914,157,1134,621,0.9027
142,4.7,5,5,176,171,302,520,0.8831
142,4.7,9,9,104,216,152,335,0.7853
142,4.7,10,10,81,220,118,335,0.6161
143,4.7333,1,1,1093,169,1279,627,0.9058
143,4.7333,3,3,360,180,486,513,0.8606
143,4.7333,4,4,916,158,1141,623,0.9113
143,4.7333,5,5,178,167,303,521,0.8688
143,4.7333,9,9,106,217,151,336,0.7911
143,4.7333,10,10,79,222,117,336,0.6873
144,4.7667,1,1,1098,169,1279,627,0.9017
144,4.7667,3,3,362,183,496,514,0.863
144,4.7667,4,4,921,160,1148,624,0.9146
144,4.7667,5,5,179,167,303,522,0.8574
144,4.7667,9,9,107,217,151,336,0.7841
144,4.7667,10,10,79,223,117,335,0.697
145,4.8,1,1,1103,168,1279,626,0.9086
145,4.8,3,3,365,186,504,514,0.8854
145,4.8,4,4,928,161,1154,624,0.915
145,4.8,5,5,181,166,304,522,0.8764
145,4.8,9,9,108,217,151,337,0.779
145,4.8,10,10,78,223,118,335,0.7005
146,4.8333,1,1,1108,165,1279,626,0.9211
146,4.8333,3,3,365,188,508,514,0.8899
146,4.8333,4,4,939,161,1156,625,0.9027
146,4.8333,5,5,183,164,306,521,0.8807
146,4.8333,9,9,109,217,151,337,0.751
146,4.8333,10,10,78,223,118,334,0.655
147,4.8667,1,1,1108,165,1279,626,0.9213
147,4.8667,3,3,365,188,508,514,0.8906
147,4.8667,4,4,942,161,1156,626,0.9023
147,4.8667,5,5,183,164,306,520,0.8807
147,4.8667,9,9,109,217,151,336,0.7497
147,4.8667,10,10,78,223,117,333,0.6544
148,4.9,1,1,1111,164,1279,625,0.9314
148,4.9,3,3,368,190,506,514,0.8728
148,4.9,4,4,951,160,1146,626,0.8981
148,4.9,5,5,185,164,307,521,0.8858
148,4.9,9,9,109,216,152,336,0.7508
148,4.9,10,10,77,224,116,334,0.7139
149,4.9333,1,1,1115,162,1279,626,0.9345
149,4.9333,3,3,374,189,504,516,0.8577
149,4.9333,4,4,963,159,1144,627,0.9029
149,4.9333,5,5,187,163,309,523,0.8735
149,4.9333,9,9,108,215,151,336,0.7561
149,4.9333,10,10,75,223,115,333,0.7223
150,4.9667,1,1,1121,160,1279,628,0.9275
150,4.9667,3,3,379,189,502,517,0.8674
150,4.9667,4,4,972,157,1140,628,0.8885
150,4.9667,5,5,189,165,315,523,0.857
150,4.9667,9,9,108,214,152,336,0.7274
150,4.9667,10,10,74,223,114,333,0.7143
151,5.0,1,1,1128,159,1279,629,0.922
151,5.0,3,3,383,188,502,518,0.874
151,5.0,4,4,980,155,1138,629,0.8951
151,5.0,5,5,193,167,319,523,0.869
151,5.0,9,9,109,214,152,336,0.7335
151,5.0,10,10,73,222,113,334,0.7098
152,5.0333,1,1,1134,159,1279,627,0.9231
152,5.0333,3,3,387,186,504,518,0.8623
152,5.0333,4,4,986,153,1139,629,0.8985
152,5.0333,5,5,196,164,323,523,0.8764
152,5.0333,9,9,109,213,152,336,0.7128
152,5.0333,10,10,74,222,113,334,0.6594
153,5.0667,1,1,1135,159,1279,626,0.9231
153,5.0667,3,3,388,185,504,517,0.8603
153,5.0667,4,4,987,153,1137,628,0.8984
153,5.0667,5,5,197,162,324,523,0.8766
153,5.0667,9,9,109,213,151,335,0.7139
153,5.0667,10,10,74,222,113,334,0.6584
154,5.1,1,1,1141,159,1279,627,0.921
154,5.1,3,3,391,184,508,517,0.8576
154,5.1,4,4,992,153,1139,628,0.9154
154,5.1,5,5,198,169,328,521,0.865
154,5.1,9,9,110,212,151,335,0.7116
154,5.1,10,10,75,222,113,336,0.6886
155,5.1333,1,1,1147,160,1279,627,0.9263
155,5.1333,3,3,393,182,515,518,0.8532
155,5.1333,4,4,999,153,1142,627,0.9093
155,5.1333,5,5,200,169,333,521,0.876
155,5.1333,9,9,109,212,151,335,0.716
155,5.1333,10,10,76,222,113,336,0.6762
156,5.1667,1,1,1153,162,1279,626,0.9362
156,5.1667,3,3,398,181,523,518,0.8663
156,5.1667,4,4,1006,154,1156,628,0.8994
156,5.1667,5,5,205,162,336,523,0.8736
156,5.1667,9,9,108,211,151,335,0.7468
156,5.1667,10,10,76,222,113,336,0.6648
157,5.2,1,1,1162,162,1279,625,0.9222
157,5.2,3,3,401,181,529,517,0.8808
157,5.2,4,4,1012,155,1179,629,0.9006
157,5.2,5,5,208,157,337,523,0.873
157,5.2,9,9,107,212,151,336,0.7609
157,5.2,10,10,77,223,113,336,0.6797
158,5.2333,1,1,1169,164,1279,625,0.9068
158,5.2333,3,3,403,181,533,519,0.8979
158,5.2333,4,4,1019,155,1195,629,0.9011
158,5.2333,5,5,208,156,339,523,0.8756
158,5.2333,9,9,108,213,151,337,0.7508
158,5.2333,10,10,77,224,114,336,0.6902
159,5.2667,1,1,1171,164,1279,624,0.9067
159,5.2667,3,3,404,182,533,519,0.8979
159,5.2667,4,4,1021,156,1200,629,0.9008
159,5.2667,5,5,208,156,339,522,0.8753
159,5.2667,9,9,108,213,151,336,0.7519
159,5.2667,10,10,77,224,114,336,0.692
160,5.3,1,1,1179,167,1279,624,0.9085
160,5.3,3,3,403,182,536,520,0.8973
160,5.3,4,4,1026,157,1206,630,0.8907
160,5.3,5,5,210,155,338,523,0.8705
160,5.3,9,9,108,214,151,336,0.7514
160,5.3,10,10,77,224,114,336,0.6873
161,5.3333,1,1,1185,170,1279,623,0.8993
161,5.3333,3,3,408,183,540,520,0.9055
161,5.3333,4,4,1029,160,1208,630,0.8861
161,5.3333,5,5,215,156,339,522,0.8729
161,5.3333,9,9,107,214,150,336,0.7571
161,5.3333,10,10,77,225,113,336,0.6751
162,5.3667,1,1,1193,175,1279,624,0.8932
162,5.3667,3,3,414,185,543,520,0.9123
162,5.3667,4,4,1032,162,1212,632,0.8879
162,5.3667,5,5,218,158,339,524,0.8727
162,5.3667,9,9,106,214,149,335,0.779
162,5.3667,10,10,77,226,112,336,0.676
162,5.3667,11,11,185,216,223,357,0.6226
163,5.4,1,1,1202,184,1279,625,0.8757
163,5.4,3,3,418,186,545,521,0.8936
163,5.4,4,4,1035,161,1217,633,0.8862
163,5.4,5,5,219,158,340,526,0.8869
163,5.4,9,9,106,215,147,335,0.7894
163,5.4,10,10,76,225,111,336,0.6429
163,5.4,11,11,186,216,223,358,0.6324
164,5.4333,1,1,1211,209,1278,626,0.7984
164,5.4333,3,3,421,188,548,521,0.8896
164,5.4333,4,4,1037,162,1216,634,0.8859
164,5.4333,5,5,220,159,341,526,0.8958
164,5.4333,9,9,106,215,146,334,0.7439
164,5.4333,10,10,76,224,111,336,0.6492
164,5.4333,11,11,186,217,225,358,0.5985
164,5.4333,12,12,157,214,190,338,0.5757
165,5.4667,1,1,1213,218,1278,626,0.798
165,5.4667,3,3,422,188,549,521,0.8895
165,5.4667,4,4,1038,163,1216,634,0.8858
165,5.4667,5,5,220,159,342,526,0.896
165,5.4667,9,9,105,215,145,334,0.7425
165,5.4667,10,10,76,223,111,336,0.6494
165,5.4667,11,11,186,217,225,358,0.5976
165,5.4667,12,12,157,214,190,337,0.5756
166,5.5,1,1,1220,213,1279,618,0.6482
166,5.5,3,3,424,188,551,521,0.8917
166,5.5,4,4,1041,161,1217,634,0.9027
166,5.5,5,5,221,161,343,530,0.8902
166,5.5,9,9,105,214,145,334,0.7109
166,5.5,10,10,76,223,111,336,0.6153
166,5.5,11,11,186,218,226,359,0.5906
166,5.5,12,12,157,214,190,337,0.5485
167,5.5333,1,1,1228,216,1279,616,0.5864
167,5.5333,3,3,426,188,554,521,0.8829
167,5.5333,4,4,1050,159,1223,636,0.9103
167,5.5333,5,5,222,162,345,532,0.8854
167,5.5333,9,9,104,213,144,335,0.726
167,5.5333,10,10,75,222,110,337,0.5835
167,5.5333,11,11,186,219,227,360,0.6132
167,5.5333,12,12,156,214,191,337,0.5593
167,5.5333,13,13,28,223,56,334,0.5937
168,5.5667,1,1,1237,221,1279,475,0.5378
168,5.5667,3,3,427,187,557,522,0.8861
168,5.5667,4,4,1066,156,1235,636,0.9019
168,5.5667,5,5,223,160,348,529,0.8879
168,5.5667,9,9,104,213,144,335,0.7403
168,5.5667,10,10,76,222,110,338,0.5486
168,5.5667,11,11,186,218,227,360,0.5737
168,5.5667,12,12,156,214,192,337,0.5521
168,5.5667,13,13,27,222,56,334,0.5961
169,5.6,1,1,1244,224,1279,451,0.1376
169,5.6,3,3,430,186,558,522,0.8638
169,5.6,4,4,1078,152,1247,638,0.9337
169,5.6,5,5,223,160,350,528,0.8985
169,5.6,9,9,103,212,143,334,0.6806
169,5.6,10,10,76,222,109,339,0.5369
169,5.6,11,11,186,218,228,359,0.5555
169,5.6,12,12,156,214,193,340,0.4702
169,5.6,13,13,27,222,56,333,0.5742
170,5.6333,1,1,1251,230,1279,402,0.2272
170,5.6333,3,3,431,184,560,523,0.8611
170,5.6333,4,4,1082,148,1260,638,0.9347
170,5.6333,5,5,224,159,352,528,0.9003
170,5.6333,9,9,103,213,143,335,0.6619
170,5.6333,10,10,76,222,109,338,0.5306
170,5.6333,11,11,187,219,229,359,0.5692
170,5.6333,12,12,156,215,192,337,0.5323
170,5.6333,13,13,26,222,56,334,0.5693
171,5.6667,1,1,1252,231,1279,391,0.2253
171,5.6667,3,3,431,183,560,523,0.8613
171,5.6667,4,4,1082,147,1264,638,0.9346
171,5.6667,5,5,224,158,352,527,0.9001
171,5.6667,9,9,103,213,143,335,0.6614
171,5.6667,10,10,76,222,109,338,0.531
171,5.6667,11,11,187,220,229,359,0.5695
171,5.6667,12,12,156,215,192,336,0.5371
171,5.6667,13,13,27,222,56,334,0.5665
172,5.7,1,1,1257,236,1279,366,0.1747
172,5.7,3,3,433,182,561,523,0.8793
172,5.7,4,4,1081,146,1276,638,0.9481
172,5.7,5,5,224,157,352,527,0.9066
172,5.7,9,9,103,214,142,336,0.6695
172,5.7,10,10,75,222,108,339,0.5609
172,5.7,11,11,188,220,229,359,0.6367
172,5.7,12,12,156,215,193,336,0.6305
172,5.7,13,13,26,222,56,335,0.576
173,5.7333,1,1,1262,261,1279,350,0.1128
173,5.7333,3,3,434,181,560,523,0.8778
173,5.7333,4,4,1078,145,1279,638,0.9479
173,5.7333,5,5,224,155,355,527,0.9099
173,5.7333,9,9,102,213,142,336,0.6965
173,5.7333,10,10,75,222,108,339,0.5602
173,5.7333,11,11,189,219,229,358,0.6961
173,5.7333,12,12,156,215,192,337,0.7092
